# Original file:
# IdnaMappingTable-5.2.0.txt- DRAFT
# Date: 2010-03-31 20:48:03 GMT [MD]
#
# Unicode IDNA Compatible Preprocessing (UTS #46)
# Copyright (c) 1991-2009 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr46/

# ================================================
# This file has been reformatted into syntax for the
# gennorm2 Normalizer2 data generator tool.
# Reformatting via regular expressions:
#   s/; disallowed   />FFFD/
#   s/; ignored      />/
#   s/^([^;]+)  ; valid/# \1valid/
#   s/; mapped     ; />/
#   s/^([^;]+)  ; deviation/# \1deviation/
#   s/   +(\#  [^\#]+)$/  \1/
#
# Except: Disallowed ASCII characters are passed through;
# they are handled in code.
# Deviation characters are also handled in code.
#
# A circular mapping FFFD>FFFD is avoided by rewriting the line that contains
# ..FFFD to contain ..FFFC instead.
#
# Use this file as the second gennorm2 input file after nfc.txt.
# ================================================

# 0000..002C (allow ASCII)  #  <control-0000>..COMMA
# 002D..002E  valid  #  HYPHEN-MINUS..FULL STOP
# 002F       (allow ASCII)  #  SOLIDUS
# 0030..0039  valid  #  DIGIT ZERO..DIGIT NINE
# 003A..0040 (allow ASCII)  #  COLON..COMMERCIAL AT
# A95F..A97C  valid  #  REJANG SECTION MARK..HANGUL CHOSEONG SSANGYEORINHIEUH
A97D..A97F    >FFFD  #  <reserved-A97D>..<reserved-A97F>
# A980..A9CD  valid  #  JAVANESE SIGN PANYANGGA..JAVANESE TURNED PADA PISELEH
A9CE          >FFFD  #  <reserved-A9CE>
# A9CF..A9D9  valid  #  JAVANESE PANGRANGKEP..JAVANESE DIGIT NINE
A9DA..A9DD    >FFFD  #  <reserved-A9DA>..<reserved-A9DD>
# A9DE..A9DF  valid  #  JAVANESE PADA TIRTA TUMETES..JAVANESE PADA ISEN-ISEN
A9E0..A9FF    >FFFD  #  <reserved-A9E0>..<reserved-A9FF>
# AA00..AA36  valid  #  CHAM LETTER A..CHAM CONSONANT SIGN WA
AA37..AA3F    >FFFD  #  <reserved-AA37>..<reserved-AA3F>
# AA40..AA4D  valid  #  CHAM LETTER FINAL K..CHAM CONSONANT SIGN FINAL H
AA4E..AA4F    >FFFD  #  <reserved-AA4E>..<reserved-AA4F>
# AA50..AA59  valid  #  CHAM DIGIT ZERO..CHAM DIGIT NINE
AA5A..AA5B    >FFFD  #  <reserved-AA5A>..<reserved-AA5B>
# AA5C..AA7B  valid  #  CHAM PUNCTUATION SPIRAL..MYANMAR SIGN PAO KAREN TONE
AA7C..AA7F    >FFFD  #  <reserved-AA7C>..<reserved-AA7F>
# AA80..AAC2  valid  #  TAI VIET LETTER LOW KO..TAI VIET TONE MAI SONG
AAC3..AADA    >FFFD  #  <reserved-AAC3>..<reserved-AADA>
# AADB..AADF  valid  #  TAI VIET SYMBOL KON..TAI VIET SYMBOL KOI KOI
AAE0..ABBF    >FFFD  #  <reserved-AAE0>..<reserved-ABBF>
# ABC0..ABED  valid  #  MEETEI MAYEK LETTER KOK..MEETEI MAYEK APUN IYEK
ABEE..ABEF    >FFFD  #  <reserved-ABEE>..<reserved-ABEF>
# ABF0..ABF9  valid  #  MEETEI MAYEK DIGIT ZERO..MEETEI MAYEK DIGIT NINE
ABFA..ABFF    >FFFD  #  <reserved-ABFA>..<reserved-ABFF>
# AC00..D7A3  valid  #  HANGUL SYLLABLE GA..HANGUL SYLLABLE HIH
D7A4..D7AF    >FFFD  #  <reserved-D7A4>..<reserved-D7AF>
# D7B0..D7C6  valid  #  HANGUL JUNGSEONG O-YEO..HANGUL JUNGSEONG ARAEA-E
D7C7..D7CA    >FFFD  #  <reserved-D7C7>..<reserved-D7CA>
# D7CB..D7FB  valid  #  HANGUL JONGSEONG NIEUN-RIEUL..HANGUL JONGSEONG PHIEUPH-THIEUTH
D7FC..D7FF    >FFFD  #  <reserved-D7FC>..<reserved-D7FF>
D800..F8FF    >FFFD  #  <surrogate-D800>..<private-use-F8FF>
F900          >8C48  #  CJK COMPATIBILITY IDEOGRAPH-F900
F901          >66F4  #  CJK COMPATIBILITY IDEOGRAPH-F901
F902          >8ECA  #  CJK COMPATIBILITY IDEOGRAPH-F902
F903          >8CC8  #  CJK COMPATIBILITY IDEOGRAPH-F903
F904          >6ED1  #  CJK COMPATIBILITY IDEOGRAPH-F904
F905          >4E32  #  CJK COMPATIBILITY IDEOGRAPH-F905
F906          >53E5  #  CJK COMPATIBILITY IDEOGRAPH-F906
F907..F908    >9F9C  #  CJK COMPATIBILITY IDEOGRAPH-F907..CJK COMPATIBILITY IDEOGRAPH-F908
F909          >5951  #  CJK COMPATIBILITY IDEOGRAPH-F909
F90A          >91D1  #  CJK COMPATIBILITY IDEOGRAPH-F90A
F90B          >5587  #  CJK COMPATIBILITY IDEOGRAPH-F90B
F90C          >5948  #  CJK COMPATIBILITY IDEOGRAPH-F90C
F90D          >61F6  #  CJK COMPATIBILITY IDEOGRAPH-F90D
F90E          >7669  #  CJK COMPATIBILITY IDEOGRAPH-F90E
F90F          >7F85  #  CJK COMPATIBILITY IDEOGRAPH-F90F
F910          >863F  #  CJK COMPATIBILITY IDEOGRAPH-F910
F911          >87BA  #  CJK COMPATIBILITY IDEOGRAPH-F911
F912          >88F8  #  CJK COMPATIBILITY IDEOGRAPH-F912
F913          >908F  #  CJK COMPATIBILITY IDEOGRAPH-F913
F914          >6A02  #  CJK COMPATIBILITY IDEOGRAPH-F914
F915          >6D1B  #  CJK COMPATIBILITY IDEOGRAPH-F915
F916          >70D9  #  CJK COMPATIBILITY IDEOGRAPH-F916
F917          >73DE  #  CJK COMPATIBILITY IDEOGRAPH-F917
F918          >843D  #  CJK COMPATIBILITY IDEOGRAPH-F918
F919          >916A  #  CJK COMPATIBILITY IDEOGRAPH-F919
F91A          >99F1  #  CJK COMPATIBILITY IDEOGRAPH-F91A
F91B          >4E82  #  CJK COMPATIBILITY IDEOGRAPH-F91B
F91C          >5375  #  CJK COMPATIBILITY IDEOGRAPH-F91C
F91D          >6B04  #  CJK COMPATIBILITY IDEOGRAPH-F91D
F91E          >721B  #  CJK COMPATIBILITY IDEOGRAPH-F91E
F91F          >862D  #  CJK COMPATIBILITY IDEOGRAPH-F91F
F920          >9E1E  #  CJK COMPATIBILITY IDEOGRAPH-F920
F921          >5D50  #  CJK COMPATIBILITY IDEOGRAPH-F921
F922          >6FEB  #  CJK COMPATIBILITY IDEOGRAPH-F922
F923          >85CD  #  CJK COMPATIBILITY IDEOGRAPH-F923
F924          >8964  #  CJK COMPATIBILITY IDEOGRAPH-F924
F925          >62C9  #  CJK COMPATIBILITY IDEOGRAPH-F925
F926          >81D8  #  CJK COMPATIBILITY IDEOGRAPH-F926
F927          >881F  #  CJK COMPATIBILITY IDEOGRAPH-F927
F928          >5ECA  #  CJK COMPATIBILITY IDEOGRAPH-F928
F929          >6717  #  CJK COMPATIBILITY IDEOGRAPH-F929
F92A          >6D6A  #  CJK COMPATIBILITY IDEOGRAPH-F92A
F92B          >72FC  #  CJK COMPATIBILITY IDEOGRAPH-F92B
F92C          >90CE  #  CJK COMPATIBILITY IDEOGRAPH-F92C
F92D          >4F86  #  CJK COMPATIBILITY IDEOGRAPH-F92D
F92E          >51B7  #  CJK COMPATIBILITY IDEOGRAPH-F92E
F92F          >52DE  #  CJK COMPATIBILITY IDEOGRAPH-F92F
F930          >64C4  #  CJK COMPATIBILITY IDEOGRAPH-F930
F931          >6AD3  #  CJK COMPATIBILITY IDEOGRAPH-F931
F932          >7210  #  CJK COMPATIBILITY IDEOGRAPH-F932
F933          >76E7  #  CJK COMPATIBILITY IDEOGRAPH-F933
F934          >8001  #  CJK COMPATIBILITY IDEOGRAPH-F934
F935          >8606  #  CJK COMPATIBILITY IDEOGRAPH-F935
F936          >865C  #  CJK COMPATIBILITY IDEOGRAPH-F936
F937          >8DEF  #  CJK COMPATIBILITY IDEOGRAPH-F937
F938          >9732  #  CJK COMPATIBILITY IDEOGRAPH-F938
F939          >9B6F  #  CJK COMPATIBILITY IDEOGRAPH-F939
F93A          >9DFA  #  CJK COMPATIBILITY IDEOGRAPH-F93A
F93B          >788C  #  CJK COMPATIBILITY IDEOGRAPH-F93B
F93C          >797F  #  CJK COMPATIBILITY IDEOGRAPH-F93C
F93D          >7DA0  #  CJK COMPATIBILITY IDEOGRAPH-F93D
F93E          >83C9  #  CJK COMPATIBILITY IDEOGRAPH-F93E
F93F          >9304  #  CJK COMPATIBILITY IDEOGRAPH-F93F
F940          >9E7F  #  CJK COMPATIBILITY IDEOGRAPH-F940
F941          >8AD6  #  CJK COMPATIBILITY IDEOGRAPH-F941
F942          >58DF  #  CJK COMPATIBILITY IDEOGRAPH-F942
F943          >5F04  #  CJK COMPATIBILITY IDEOGRAPH-F943
F944          >7C60  #  CJK COMPATIBILITY IDEOGRAPH-F944
F945          >807E  #  CJK COMPATIBILITY IDEOGRAPH-F945
F946          >7262  #  CJK COMPATIBILITY IDEOGRAPH-F946
F947          >78CA  #  CJK COMPATIBILITY IDEOGRAPH-F947
F948          >8CC2  #  CJK COMPATIBILITY IDEOGRAPH-F948
F949          >96F7  #  CJK COMPATIBILITY IDEOGRAPH-F949
F94A          >58D8  #  CJK COMPATIBILITY IDEOGRAPH-F94A
F94B          >5C62  #  CJK COMPATIBILITY IDEOGRAPH-F94B
F94C          >6A13  #  CJK COMPATIBILITY IDEOGRAPH-F94C
F94D          >6DDA  #  CJK COMPATIBILITY IDEOGRAPH-F94D
F94E          >6F0F  #  CJK COMPATIBILITY IDEOGRAPH-F94E
F94F          >7D2F  #  CJK COMPATIBILITY IDEOGRAPH-F94F
F950          >7E37  #  CJK COMPATIBILITY IDEOGRAPH-F950
F951          >964B  #  CJK COMPATIBILITY IDEOGRAPH-F951
F952          >52D2  #  CJK COMPATIBILITY IDEOGRAPH-F952
F953          >808B  #  CJK COMPATIBILITY IDEOGRAPH-F953
F954          >51DC  #  CJK COMPATIBILITY IDEOGRAPH-F954
F955          >51CC  #  CJK COMPATIBILITY IDEOGRAPH-F955
F956          >7A1C  #  CJK COMPATIBILITY IDEOGRAPH-F956
F957          >7DBE  #  CJK COMPATIBILITY IDEOGRAPH-F957
F958          >83F1  #  CJK COMPATIBILITY IDEOGRAPH-F958
F959          >9675  #  CJK COMPATIBILITY IDEOGRAPH-F959
F95A          >8B80  #  CJK COMPATIBILITY IDEOGRAPH-F95A
F95B          >62CF  #  CJK COMPATIBILITY IDEOGRAPH-F95B
F95C          >6A02  #  CJK COMPATIBILITY IDEOGRAPH-F95C
F95D          >8AFE  #  CJK COMPATIBILITY IDEOGRAPH-F95D
F95E          >4E39  #  CJK COMPATIBILITY IDEOGRAPH-F95E
F95F          >5BE7  #  CJK COMPATIBILITY IDEOGRAPH-F95F
F960          >6012  #  CJK COMPATIBILITY IDEOGRAPH-F960
F961          >7387  #  CJK COMPATIBILITY IDEOGRAPH-F961
F962          >7570  #  CJK COMPATIBILITY IDEOGRAPH-F962
F963          >5317  #  CJK COMPATIBILITY IDEOGRAPH-F963
F964          >78FB  #  CJK COMPATIBILITY IDEOGRAPH-F964
F965          >4FBF  #  CJK COMPATIBILITY IDEOGRAPH-F965
F966          >5FA9  #  CJK COMPATIBILITY IDEOGRAPH-F966
F967          >4E0D  #  CJK COMPATIBILITY IDEOGRAPH-F967
F968          >6CCC  #  CJK COMPATIBILITY IDEOGRAPH-F968
F969          >6578  #  CJK COMPATIBILITY IDEOGRAPH-F969
F96A          >7D22  #  CJK COMPATIBILITY IDEOGRAPH-F96A
F96B          >53C3  #  CJK COMPATIBILITY IDEOGRAPH-F96B
F96C          >585E  #  CJK COMPATIBILITY IDEOGRAPH-F96C
F96D          >7701  #  CJK COMPATIBILITY IDEOGRAPH-F96D
F96E          >8449  #  CJK COMPATIBILITY IDEOGRAPH-F96E
F96F          >8AAA  #  CJK COMPATIBILITY IDEOGRAPH-F96F
F970          >6BBA  #  CJK COMPATIBILITY IDEOGRAPH-F970
F971          >8FB0  #  CJK COMPATIBILITY IDEOGRAPH-F971
F972          >6C88  #  CJK COMPATIBILITY IDEOGRAPH-F972
F973          >62FE  #  CJK COMPATIBILITY IDEOGRAPH-F973
F974          >82E5  #  CJK COMPATIBILITY IDEOGRAPH-F974
F975          >63A0  #  CJK COMPATIBILITY IDEOGRAPH-F975
F976          >7565  #  CJK COMPATIBILITY IDEOGRAPH-F976
F977          >4EAE  #  CJK COMPATIBILITY IDEOGRAPH-F977
F978          >5169  #  CJK COMPATIBILITY IDEOGRAPH-F978
F979          >51C9  #  CJK COMPATIBILITY IDEOGRAPH-F979
F97A          >6881  #  CJK COMPATIBILITY IDEOGRAPH-F97A
F97B          >7CE7  #  CJK COMPATIBILITY IDEOGRAPH-F97B
F97C          >826F  #  CJK COMPATIBILITY IDEOGRAPH-F97C
F97D          >8AD2  #  CJK COMPATIBILITY IDEOGRAPH-F97D
F97E          >91CF  #  CJK COMPATIBILITY IDEOGRAPH-F97E
F97F          >52F5  #  CJK COMPATIBILITY IDEOGRAPH-F97F
F980          >5442  #  CJK COMPATIBILITY IDEOGRAPH-F980
F981          >5973  #  CJK COMPATIBILITY IDEOGRAPH-F981
F982          >5EEC  #  CJK COMPATIBILITY IDEOGRAPH-F982
F983          >65C5  #  CJK COMPATIBILITY IDEOGRAPH-F983
F984          >6FFE  #  CJK COMPATIBILITY IDEOGRAPH-F984
F985          >792A  #  CJK COMPATIBILITY IDEOGRAPH-F985
F986          >95AD  #  CJK COMPATIBILITY IDEOGRAPH-F986
F987          >9A6A  #  CJK COMPATIBILITY IDEOGRAPH-F987
F988          >9E97  #  CJK COMPATIBILITY IDEOGRAPH-F988
F989          >9ECE  #  CJK COMPATIBILITY IDEOGRAPH-F989
F98A          >529B  #  CJK COMPATIBILITY IDEOGRAPH-F98A
F98B          >66C6  #  CJK COMPATIBILITY IDEOGRAPH-F98B
F98C          >6B77  #  CJK COMPATIBILITY IDEOGRAPH-F98C
F98D          >8F62  #  CJK COMPATIBILITY IDEOGRAPH-F98D
F98E          >5E74  #  CJK COMPATIBILITY IDEOGRAPH-F98E
F98F          >6190  #  CJK COMPATIBILITY IDEOGRAPH-F98F
F990          >6200  #  CJK COMPATIBILITY IDEOGRAPH-F990
F991          >649A  #  CJK COMPATIBILITY IDEOGRAPH-F991
F992          >6F23  #  CJK COMPATIBILITY IDEOGRAPH-F992
F993          >7149  #  CJK COMPATIBILITY IDEOGRAPH-F993
F994          >7489  #  CJK COMPATIBILITY IDEOGRAPH-F994
F995          >79CA  #  CJK COMPATIBILITY IDEOGRAPH-F995
F996          >7DF4  #  CJK COMPATIBILITY IDEOGRAPH-F996
F997          >806F  #  CJK COMPATIBILITY IDEOGRAPH-F997
F998          >8F26  #  CJK COMPATIBILITY IDEOGRAPH-F998
F999          >84EE  #  CJK COMPATIBILITY IDEOGRAPH-F999
F99A          >9023  #  CJK COMPATIBILITY IDEOGRAPH-F99A
F99B          >934A  #  CJK COMPATIBILITY IDEOGRAPH-F99B
F99C          >5217  #  CJK COMPATIBILITY IDEOGRAPH-F99C
F99D          >52A3  #  CJK COMPATIBILITY IDEOGRAPH-F99D
F99E          >54BD  #  CJK COMPATIBILITY IDEOGRAPH-F99E
F99F          >70C8  #  CJK COMPATIBILITY IDEOGRAPH-F99F
F9A0          >88C2  #  CJK COMPATIBILITY IDEOGRAPH-F9A0
F9A1          >8AAA  #  CJK COMPATIBILITY IDEOGRAPH-F9A1
F9A2          >5EC9  #  CJK COMPATIBILITY IDEOGRAPH-F9A2
F9A3          >5FF5  #  CJK COMPATIBILITY IDEOGRAPH-F9A3
F9A4          >637B  #  CJK COMPATIBILITY IDEOGRAPH-F9A4
F9A5          >6BAE  #  CJK COMPATIBILITY IDEOGRAPH-F9A5
F9A6          >7C3E  #  CJK COMPATIBILITY IDEOGRAPH-F9A6
F9A7          >7375  #  CJK COMPATIBILITY IDEOGRAPH-F9A7
F9A8          >4EE4  #  CJK COMPATIBILITY IDEOGRAPH-F9A8
F9A9          >56F9  #  CJK COMPATIBILITY IDEOGRAPH-F9A9
F9AA          >5BE7  #  CJK COMPATIBILITY IDEOGRAPH-F9AA
F9AB          >5DBA  #  CJK COMPATIBILITY IDEOGRAPH-F9AB
F9AC          >601C  #  CJK COMPATIBILITY IDEOGRAPH-F9AC
F9AD          >73B2  #  CJK COMPATIBILITY IDEOGRAPH-F9AD
F9AE          >7469  #  CJK COMPATIBILITY IDEOGRAPH-F9AE
F9AF          >7F9A  #  CJK COMPATIBILITY IDEOGRAPH-F9AF
F9B0          >8046  #  CJK COMPATIBILITY IDEOGRAPH-F9B0
F9B1          >9234  #  CJK COMPATIBILITY IDEOGRAPH-F9B1
F9B2          >96F6  #  CJK COMPATIBILITY IDEOGRAPH-F9B2
F9B3          >9748  #  CJK COMPATIBILITY IDEOGRAPH-F9B3
F9B4          >9818  #  CJK COMPATIBILITY IDEOGRAPH-F9B4
F9B5          >4F8B  #  CJK COMPATIBILITY IDEOGRAPH-F9B5
F9B6          >79AE  #  CJK COMPATIBILITY IDEOGRAPH-F9B6
F9B7          >91B4  #  CJK COMPATIBILITY IDEOGRAPH-F9B7
F9B8          >96B8  #  CJK COMPATIBILITY IDEOGRAPH-F9B8
F9B9          >60E1  #  CJK COMPATIBILITY IDEOGRAPH-F9B9
F9BA          >4E86  #  CJK COMPATIBILITY IDEOGRAPH-F9BA
F9BB          >50DA  #  CJK COMPATIBILITY IDEOGRAPH-F9BB
F9BC          >5BEE  #  CJK COMPATIBILITY IDEOGRAPH-F9BC
F9BD          >5C3F  #  CJK COMPATIBILITY IDEOGRAPH-F9BD
F9BE          >6599  #  CJK COMPATIBILITY IDEOGRAPH-F9BE
F9BF          >6A02  #  CJK COMPATIBILITY IDEOGRAPH-F9BF
F9C0          >71CE  #  CJK COMPATIBILITY IDEOGRAPH-F9C0
F9C1          >7642  #  CJK COMPATIBILITY IDEOGRAPH-F9C1
F9C2          >84FC  #  CJK COMPATIBILITY IDEOGRAPH-F9C2
F9C3          >907C  #  CJK COMPATIBILITY IDEOGRAPH-F9C3
F9C4          >9F8D  #  CJK COMPATIBILITY IDEOGRAPH-F9C4
F9C5          >6688  #  CJK COMPATIBILITY IDEOGRAPH-F9C5
F9C6          >962E  #  CJK COMPATIBILITY IDEOGRAPH-F9C6
F9C7          >5289  #  CJK COMPATIBILITY IDEOGRAPH-F9C7
F9C8          >677B  #  CJK COMPATIBILITY IDEOGRAPH-F9C8
F9C9          >67F3  #  CJK COMPATIBILITY IDEOGRAPH-F9C9
F9CA          >6D41  #  CJK COMPATIBILITY IDEOGRAPH-F9CA
F9CB          >6E9C  #  CJK COMPATIBILITY IDEOGRAPH-F9CB
F9CC          >7409  #  CJK COMPATIBILITY IDEOGRAPH-F9CC
F9CD          >7559  #  CJK COMPATIBILITY IDEOGRAPH-F9CD
F9CE          >786B  #  CJK COMPATIBILITY IDEOGRAPH-F9CE
F9CF          >7D10  #  CJK COMPATIBILITY IDEOGRAPH-F9CF
F9D0          >985E  #  CJK COMPATIBILITY IDEOGRAPH-F9D0
F9D1          >516D  #  CJK COMPATIBILITY IDEOGRAPH-F9D1
F9D2          >622E  #  CJK COMPATIBILITY IDEOGRAPH-F9D2
F9D3          >9678  #  CJK COMPATIBILITY IDEOGRAPH-F9D3
F9D4          >502B  #  CJK COMPATIBILITY IDEOGRAPH-F9D4
F9D5          >5D19  #  CJK COMPATIBILITY IDEOGRAPH-F9D5
F9D6          >6DEA  #  CJK COMPATIBILITY IDEOGRAPH-F9D6
F9D7          >8F2A  #  CJK COMPATIBILITY IDEOGRAPH-F9D7
F9D8          >5F8B  #  CJK COMPATIBILITY IDEOGRAPH-F9D8
F9D9          >6144  #  CJK COMPATIBILITY IDEOGRAPH-F9D9
F9DA          >6817  #  CJK COMPATIBILITY IDEOGRAPH-F9DA
F9DB          >7387  #  CJK COMPATIBILITY IDEOGRAPH-F9DB
F9DC          >9686  #  CJK COMPATIBILITY IDEOGRAPH-F9DC
F9DD          >5229  #  CJK COMPATIBILITY IDEOGRAPH-F9DD
F9DE          >540F  #  CJK COMPATIBILITY IDEOGRAPH-F9DE
F9DF          >5C65  #  CJK COMPATIBILITY IDEOGRAPH-F9DF
F9E0          >6613  #  CJK COMPATIBILITY IDEOGRAPH-F9E0
F9E1          >674E  #  CJK COMPATIBILITY IDEOGRAPH-F9E1
F9E2          >68A8  #  CJK COMPATIBILITY IDEOGRAPH-F9E2
F9E3          >6CE5  #  CJK COMPATIBILITY IDEOGRAPH-F9E3
F9E4          >7406  #  CJK COMPATIBILITY IDEOGRAPH-F9E4
F9E5          >75E2  #  CJK COMPATIBILITY IDEOGRAPH-F9E5
F9E6          >7F79  #  CJK COMPATIBILITY IDEOGRAPH-F9E6
F9E7          >88CF  #  CJK COMPATIBILITY IDEOGRAPH-F9E7
F9E8          >88E1  #  CJK COMPATIBILITY IDEOGRAPH-F9E8
F9E9          >91CC  #  CJK COMPATIBILITY IDEOGRAPH-F9E9
F9EA          >96E2  #  CJK COMPATIBILITY IDEOGRAPH-F9EA
F9EB          >533F  #  CJK COMPATIBILITY IDEOGRAPH-F9EB
F9EC          >6EBA  #  CJK COMPATIBILITY IDEOGRAPH-F9EC
F9ED          >541D  #  CJK COMPATIBILITY IDEOGRAPH-F9ED
F9EE          >71D0  #  CJK COMPATIBILITY IDEOGRAPH-F9EE
F9EF          >7498  #  CJK COMPATIBILITY IDEOGRAPH-F9EF
F9F0          >85FA  #  CJK COMPATIBILITY IDEOGRAPH-F9F0
F9F1          >96A3  #  CJK COMPATIBILITY IDEOGRAPH-F9F1
F9F2          >9C57  #  CJK COMPATIBILITY IDEOGRAPH-F9F2
F9F3          >9E9F  #  CJK COMPATIBILITY IDEOGRAPH-F9F3
F9F4          >6797  #  CJK COMPATIBILITY IDEOGRAPH-F9F4
F9F5          >6DCB  #  CJK COMPATIBILITY IDEOGRAPH-F9F5
F9F6          >81E8  #  CJK COMPATIBILITY IDEOGRAPH-F9F6
F9F7          >7ACB  #  CJK COMPATIBILITY IDEOGRAPH-F9F7
F9F8          >7B20  #  CJK COMPATIBILITY IDEOGRAPH-F9F8
F9F9          >7C92  #  CJK COMPATIBILITY IDEOGRAPH-F9F9
F9FA          >72C0  #  CJK COMPATIBILITY IDEOGRAPH-F9FA
F9FB          >7099  #  CJK COMPATIBILITY IDEOGRAPH-F9FB
F9FC          >8B58  #  CJK COMPATIBILITY IDEOGRAPH-F9FC
F9FD          >4EC0  #  CJK COMPATIBILITY IDEOGRAPH-F9FD
F9FE          >8336  #  CJK COMPATIBILITY IDEOGRAPH-F9FE
F9FF          >523A  #  CJK COMPATIBILITY IDEOGRAPH-F9FF
FA00          >5207  #  CJK COMPATIBILITY IDEOGRAPH-FA00
FA01          >5EA6  #  CJK COMPATIBILITY IDEOGRAPH-FA01
FA02          >62D3  #  CJK COMPATIBILITY IDEOGRAPH-FA02
FA03          >7CD6  #  CJK COMPATIBILITY IDEOGRAPH-FA03
FA04          >5B85  #  CJK COMPATIBILITY IDEOGRAPH-FA04
FA05          >6D1E  #  CJK COMPATIBILITY IDEOGRAPH-FA05
FA06          >66B4  #  CJK COMPATIBILITY IDEOGRAPH-FA06
FA07          >8F3B  #  CJK COMPATIBILITY IDEOGRAPH-FA07
FA08          >884C  #  CJK COMPATIBILITY IDEOGRAPH-FA08
FA09          >964D  #  CJK COMPATIBILITY IDEOGRAPH-FA09
FA0A          >898B  #  CJK COMPATIBILITY IDEOGRAPH-FA0A
FA0B          >5ED3  #  CJK COMPATIBILITY IDEOGRAPH-FA0B
FA0C          >5140  #  CJK COMPATIBILITY IDEOGRAPH-FA0C
FA0D          >55C0  #  CJK COMPATIBILITY IDEOGRAPH-FA0D
# FA0E..FA0F  valid  #  CJK COMPATIBILITY IDEOGRAPH-FA0E..CJK COMPATIBILITY IDEOGRAPH-FA0F
FA10          >585A  #  CJK COMPATIBILITY IDEOGRAPH-FA10
# FA11        valid  #  CJK COMPATIBILITY IDEOGRAPH-FA11
FA12          >6674  #  CJK COMPATIBILITY IDEOGRAPH-FA12
# FA13..FA14  valid  #  CJK COMPATIBILITY IDEOGRAPH-FA13..CJK COMPATIBILITY IDEOGRAPH-FA14
FA15          >51DE  #  CJK COMPATIBILITY IDEOGRAPH-FA15
FA16          >732A  #  CJK COMPATIBILITY IDEOGRAPH-FA16
FA17          >76CA  #  CJK COMPATIBILITY IDEOGRAPH-FA17
FA18          >793C  #  CJK COMPATIBILITY IDEOGRAPH-FA18
FA19          >795E  #  CJK COMPATIBILITY IDEOGRAPH-FA19
FA1A          >7965  #  CJK COMPATIBILITY IDEOGRAPH-FA1A
FA1B          >798F  #  CJK COMPATIBILITY IDEOGRAPH-FA1B
FA1C          >9756  #  CJK COMPATIBILITY IDEOGRAPH-FA1C
FA1D          >7CBE  #  CJK COMPATIBILITY IDEOGRAPH-FA1D
FA1E          >7FBD  #  CJK COMPATIBILITY IDEOGRAPH-FA1E
# FA1F        valid  #  CJK COMPATIBILITY IDEOGRAPH-FA1F
FA20          >8612  #  CJK COMPATIBILITY IDEOGRAPH-FA20
# FA21        valid  #  CJK COMPATIBILITY IDEOGRAPH-FA21
FA22          >8AF8  #  CJK COMPATIBILITY IDEOGRAPH-FA22
# FA23..FA24  valid  #  CJK COMPATIBILITY IDEOGRAPH-FA23..CJK COMPATIBILITY IDEOGRAPH-FA24
FA25          >9038  #  CJK COMPATIBILITY IDEOGRAPH-FA25
FA26          >90FD  #  CJK COMPATIBILITY IDEOGRAPH-FA26
# FA27..FA29  valid  #  CJK COMPATIBILITY IDEOGRAPH-FA27..CJK COMPATIBILITY IDEOGRAPH-FA29
FA2A          >98EF  #  CJK COMPATIBILITY IDEOGRAPH-FA2A
FA2B          >98FC  #  CJK COMPATIBILITY IDEOGRAPH-FA2B
FA2C          >9928  #  CJK COMPATIBILITY IDEOGRAPH-FA2C
FA2D          >9DB4  #  CJK COMPATIBILITY IDEOGRAPH-FA2D
FA2E..FA2F    >FFFD  #  <reserved-FA2E>..<reserved-FA2F>
FA30          >4FAE  #  CJK COMPATIBILITY IDEOGRAPH-FA30
FA31          >50E7  #  CJK COMPATIBILITY IDEOGRAPH-FA31
FA32          >514D  #  CJK COMPATIBILITY IDEOGRAPH-FA32
FA33          >52C9  #  CJK COMPATIBILITY IDEOGRAPH-FA33
FA34          >52E4  #  CJK COMPATIBILITY IDEOGRAPH-FA34
FA35          >5351  #  CJK COMPATIBILITY IDEOGRAPH-FA35
FA36          >559D  #  CJK COMPATIBILITY IDEOGRAPH-FA36
FA37          >5606  #  CJK COMPATIBILITY IDEOGRAPH-FA37
FA38          >5668  #  CJK COMPATIBILITY IDEOGRAPH-FA38
FA39          >5840  #  CJK COMPATIBILITY IDEOGRAPH-FA39
FA3A          >58A8  #  CJK COMPATIBILITY IDEOGRAPH-FA3A
FA3B          >5C64  #  CJK COMPATIBILITY IDEOGRAPH-FA3B
FA3C          >5C6E  #  CJK COMPATIBILITY IDEOGRAPH-FA3C
FA3D          >6094  #  CJK COMPATIBILITY IDEOGRAPH-FA3D
FA3E          >6168  #  CJK COMPATIBILITY IDEOGRAPH-FA3E
FA3F          >618E  #  CJK COMPATIBILITY IDEOGRAPH-FA3F
FA40          >61F2  #  CJK COMPATIBILITY IDEOGRAPH-FA40
FA41          >654F  #  CJK COMPATIBILITY IDEOGRAPH-FA41
FA42          >65E2  #  CJK COMPATIBILITY IDEOGRAPH-FA42
FA43          >6691  #  CJK COMPATIBILITY IDEOGRAPH-FA43
FA44          >6885  #  CJK COMPATIBILITY IDEOGRAPH-FA44
FA45          >6D77  #  CJK COMPATIBILITY IDEOGRAPH-FA45
FA46          >6E1A  #  CJK COMPATIBILITY IDEOGRAPH-FA46
